id,title,description,type,content,tags,difficulty,estimated_duration,user_id,is_public,created_at,updated_at,module_type,price,job,tool,layer
01a27990-8b9e-48e5-811b-450ddf1a1439,Rédiger emails et documents professionnels avec l’IA,"Ce module apprend à utiliser l’IA pour rédiger des emails et documents professionnels de manière claire, rapide et adaptée au contexte. Les apprenants découvrent comment structurer leurs demandes et ajuster le ton selon les destinataires.",course,"{""meta"":{""job"":""Tous métiers"",""tool"":"""",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/01a27990-8b9e-48e5-811b-450ddf1a1439/cover.png"",""learning_objectives"":[""Structurer un prompt pour rédiger un email efficace"",""Adapter le ton et le contexte professionnel"",""Générer et améliorer différents documents professionnels avec l’IA""]},""submodules"":[{""id"":""6ad78689-886f-416b-8365-c880dc8766fc"",""price"":0,""title"":""Structurer un prompt pour rédiger un email efficace"",""content"":{""quiz_meta"":{""title"":""Quiz - Structurer un prompt pour rédiger un email efficace"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/6ad78689-886f-416b-8365-c880dc8766fc/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/6ad78689-886f-416b-8365-c880dc8766fc/scorm-1779791631178-1wrn1n/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/6ad78689-886f-416b-8365-c880dc8766fc/quiz-1779791989987-9xdzdz/genially.html"",""storage_prefix"":""01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/6ad78689-886f-416b-8365-c880dc8766fc/scorm-1779791631178-1wrn1n"",""quiz_storage_prefix"":""01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/6ad78689-886f-416b-8365-c880dc8766fc/quiz-1779791989987-9xdzdz""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/6ad78689-886f-416b-8365-c880dc8766fc/cover.png"",""description"":""Ce module apprend à structurer des demandes claires afin de générer des emails professionnels pertinents avec l’IA. Les apprenants découvrent les bases d’un prompt efficace appliqué à la communication professionnelle."",""estimated_duration"":15},{""id"":""66d2f990-2864-49b8-a4e0-66a820da9cc7"",""price"":0,""title"":""Adapter le ton et le contexte professionnel"",""content"":{""quiz_meta"":{""title"":""Quiz - Adapter le ton et le contexte professionnel"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/66d2f990-2864-49b8-a4e0-66a820da9cc7/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/66d2f990-2864-49b8-a4e0-66a820da9cc7/scorm-1779792117961-1506hz/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/66d2f990-2864-49b8-a4e0-66a820da9cc7/quiz-1779792479583-nygwq5/genially.html"",""storage_prefix"":""01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/66d2f990-2864-49b8-a4e0-66a820da9cc7/scorm-1779792117961-1506hz"",""quiz_storage_prefix"":""01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/66d2f990-2864-49b8-a4e0-66a820da9cc7/quiz-1779792479583-nygwq5""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/01a27990-8b9e-48e5-811b-450ddf1a1439/submodules/66d2f990-2864-49b8-a4e0-66a820da9cc7/cover.png"",""description"":""Les apprenants découvrent comment ajuster le ton, le niveau de langage et le style d’un message selon le destinataire et le contexte professionnel."",""estimated_duration"":15}],""deliverables"":[],""structure_version"":2}",[],beginner,45,4541e6eb-6f8f-4171-97ff-703d08bb74b3,true,2026-05-26 10:50:04.904+00,2026-05-26 10:50:04.904+00,,0,,,
15eb3972-8fe4-41d7-b9b5-fdaa7801f2cf,Comprendre l'Intelligence Artificielle aujourd'hui,Ce module permet de comprendre ce qu’est réellement l’intelligence artificielle et comment elle s’intègre déjà dans notre quotidien personnel et professionnel. Les apprenants découvriront les usages concrets de l’IA ainsi que les principales idées reçues à éviter.,course,"{""meta"":{""job"":""Tous métiers"",""tool"":"""",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/15eb3972-8fe4-41d7-b9b5-fdaa7801f2cf/cover.png"",""learning_objectives"":[""Comprendre ce qu’est l’intelligence artificielle aujourd’hui"",""Identifier ses usages dans la vie quotidienne et professionnelle "",""Distinguer les réalités technologiques des idées reçues""]},""submodules"":[{""id"":""de41f15b-596e-403a-a3bd-864e56f4ca9d"",""price"":0,""title"":""Une journée avec l'IA"",""content"":{""quiz_meta"":{""title"":""Quiz - Une journée avec l'IA"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/15eb3972-8fe4-41d7-b9b5-fdaa7801f2cf/submodules/de41f15b-596e-403a-a3bd-864e56f4ca9d/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/15eb3972-8fe4-41d7-b9b5-fdaa7801f2cf/submodules/de41f15b-596e-403a-a3bd-864e56f4ca9d/scorm-1778840223952-7v9xm2/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/15eb3972-8fe4-41d7-b9b5-fdaa7801f2cf/submodules/de41f15b-596e-403a-a3bd-864e56f4ca9d/quiz-1778840659681-nfpkd2/genially.html""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/15eb3972-8fe4-41d7-b9b5-fdaa7801f2cf/submodules/de41f15b-596e-403a-a3bd-864e56f4ca9d/cover.png"",""description"":""Découvrez comment l’intelligence artificielle est déjà intégrée dans les outils et services du quotidien, aussi bien personnels que professionnels. Ce module permet d’identifier les usages concrets de l’IA afin de mieux comprendre son impact réel dans le monde du travail."",""estimated_duration"":15},{""id"":""f89d8188-3311-4548-b534-85b0166b5b1e"",""price"":0,""title"":""Ce que l'IA est, et n'est pas"",""content"":{""quiz_meta"":{""title"":""Quiz - Ce que l'IA est, et n'est pas"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/15eb3972-8fe4-41d7-b9b5-fdaa7801f2cf/submodules/f89d8188-3311-4548-b534-85b0166b5b1e/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/15eb3972-8fe4-41d7-b9b5-fdaa7801f2cf/submodules/f89d8188-3311-4548-b534-85b0166b5b1e/scorm-1778840813962-eynbyn/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/15eb3972-8fe4-41d7-b9b5-fdaa7801f2cf/submodules/f89d8188-3311-4548-b534-85b0166b5b1e/quiz-1778841176961-fg4vjf/genially.html""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/15eb3972-8fe4-41d7-b9b5-fdaa7801f2cf/submodules/f89d8188-3311-4548-b534-85b0166b5b1e/cover.png"",""description"":""Comprenez les bases réelles de l’intelligence artificielle et distinguez les faits des idées reçues, pour développer une vision claire et réaliste de ces technologies."",""estimated_duration"":15}],""deliverables"":[],""structure_version"":2}",[],beginner,30,4541e6eb-6f8f-4171-97ff-703d08bb74b3,true,2026-05-15 10:35:08.767+00,2026-05-22 10:17:17.913326+00,,0,,,
17c88bff-2b81-4ae5-88c3-0bde79e949cd,Techniques de reformulation et d’itération,"Les participants apprennent à améliorer progressivement les réponses générées par une IA grâce au dialogue, aux ajustements et aux techniques de reformulation. Le module développe une approche plus stratégique de l’interaction avec l’IA.",course,"{""meta"":{""job"":""Tous métiers"",""tool"":"""",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/17c88bff-2b81-4ae5-88c3-0bde79e949cd/cover.png"",""learning_objectives"":[""Comprendre le principe d’itération avec une IA"",""Améliorer une réponse par reformulation"",""Développer une méthode d’interaction progressive avec l’IA""]},""submodules"":[{""id"":""6d9db8b0-05ce-49fa-b123-d3e1cd67b423"",""price"":0,""title"":""Dialoguer avec une IA : le principe d’itération"",""content"":{""quiz_meta"":{""title"":""Quiz - Dialoguer avec une IA : le principe d’itération"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/6d9db8b0-05ce-49fa-b123-d3e1cd67b423/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/6d9db8b0-05ce-49fa-b123-d3e1cd67b423/scorm-1779788446716-h6lsl3/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/6d9db8b0-05ce-49fa-b123-d3e1cd67b423/quiz-1779788839142-iu7j0r/genially.html"",""storage_prefix"":""17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/6d9db8b0-05ce-49fa-b123-d3e1cd67b423/scorm-1779788446716-h6lsl3"",""quiz_storage_prefix"":""17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/6d9db8b0-05ce-49fa-b123-d3e1cd67b423/quiz-1779788839142-iu7j0r""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/6d9db8b0-05ce-49fa-b123-d3e1cd67b423/cover.png"",""description"":""Comprenez pourquoi l’utilisation efficace d’une IA repose sur un échange progressif plutôt qu’une seule question. Ce module montre comment améliorer les réponses obtenues grâce aux ajustements et reformulations successives."",""estimated_duration"":15},{""id"":""a543ec8a-4385-40eb-b897-e50e54d806a9"",""price"":0,""title"":""Techniques de reformulation efficaces"",""content"":{""quiz_meta"":{""title"":""Quiz - Techniques de reformulation efficaces"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/a543ec8a-4385-40eb-b897-e50e54d806a9/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/a543ec8a-4385-40eb-b897-e50e54d806a9/scorm-1779789040509-dbvaza/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/a543ec8a-4385-40eb-b897-e50e54d806a9/quiz-1779789698769-2j7b2k/genially.html"",""storage_prefix"":""17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/a543ec8a-4385-40eb-b897-e50e54d806a9/scorm-1779789040509-dbvaza"",""quiz_storage_prefix"":""17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/a543ec8a-4385-40eb-b897-e50e54d806a9/quiz-1779789698769-2j7b2k""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/17c88bff-2b81-4ae5-88c3-0bde79e949cd/submodules/a543ec8a-4385-40eb-b897-e50e54d806a9/cover.png"",""description"":""Découvrez différentes méthodes de reformulation pour affiner les réponses générées par une IA. Vous apprendrez à gagner en précision, en clarté et en pertinence dans vos échanges professionnels avec les outils d’IA."",""estimated_duration"":15}],""deliverables"":[],""structure_version"":2}",[],beginner,30,4541e6eb-6f8f-4171-97ff-703d08bb74b3,true,2026-05-26 10:04:45.192+00,2026-05-26 10:04:45.192+00,,0,,,
19ca2784-2620-491d-91f4-d8850fc49057,IA,Module généré automatiquement,course,"{""type"":""course"",""title"":""IA"",""sections"":[{""text"":""Contenu généré (placeholder)"",""title"":""Introduction""},{""text"":""…"",""title"":""Partie 1""}],""difficulty"":""intermediate""}","[""gen"",""fastapi""]",intermediate,30,96c4b623-f547-44a5-a495-77144fffd731,false,2025-12-29 09:17:54.765436+00,2025-12-29 09:17:54.765436+00,course,0,,,
6a08639f-f13a-43de-9fee-d95f886a4e3b,IA pour le recrutement,"Ce module montre comment utiliser l’IA pour optimiser les différentes étapes du recrutement : rédaction d’offres, tri de candidatures, préparation d’entretiens et automatisation des échanges candidats. Les apprenants découvrent des usages concrets appliqués aux RH.",course,"{""meta"":{""job"":""Ressources Humaines"",""tool"":"""",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/6a08639f-f13a-43de-9fee-d95f886a4e3b/cover.png"",""learning_objectives"":[""Identifier les usages de l’IA en recrutement"",""Rédiger des offres d’emploi attractives avec l’IA"",""Trier et analyser des candidatures"",""Préparer des entretiens et automatiser les réponses candidats""]},""submodules"":[{""id"":""216d923c-343b-4977-9db3-b7228114763c"",""price"":0,""title"":""Identifier les usages IA en recrutement"",""content"":{""quiz_meta"":{""title"":""Quiz - Identifier les usages IA en recrutement"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/6a08639f-f13a-43de-9fee-d95f886a4e3b/submodules/216d923c-343b-4977-9db3-b7228114763c/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/6a08639f-f13a-43de-9fee-d95f886a4e3b/submodules/216d923c-343b-4977-9db3-b7228114763c/scorm-1779800161991-n68kjh/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/6a08639f-f13a-43de-9fee-d95f886a4e3b/submodules/216d923c-343b-4977-9db3-b7228114763c/quiz-1779800562012-yr1a6w/genially.html"",""storage_prefix"":""6a08639f-f13a-43de-9fee-d95f886a4e3b/submodules/216d923c-343b-4977-9db3-b7228114763c/scorm-1779800161991-n68kjh"",""quiz_storage_prefix"":""6a08639f-f13a-43de-9fee-d95f886a4e3b/submodules/216d923c-343b-4977-9db3-b7228114763c/quiz-1779800562012-yr1a6w""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/6a08639f-f13a-43de-9fee-d95f886a4e3b/submodules/216d923c-343b-4977-9db3-b7228114763c/cover.png"",""description"":""Ce module présente les principaux usages de l’IA dans le domaine du recrutement et leurs apports pour les équipes RH."",""estimated_duration"":15}],""deliverables"":[],""structure_version"":2}",[],intermediate,90,4541e6eb-6f8f-4171-97ff-703d08bb74b3,true,2026-05-26 13:04:59.236+00,2026-05-26 13:04:59.236+00,,0,,,
7612a5cb-4dab-4497-a9e0-390b4bc5cc54,Formation React débutant,Module généré automatiquement,course,"{""assets"":null,""content"":{""quiz"":""Question 1 : Quelle est l'idée principale ?\nA) ...\nB) ...\nC) ...\nD) ...\nRéponse correcte : A\nExplication : ...\n"",""course"":""# Formation React débutant\n\nCours (mock)\n\nContexte RAG: Formation React débutant. Contexte: Introduction à React, composants, props, state"",""exercise"":""TITRE:\nOBJECTIF:\nCONSIGNES PAS-À-PAS:\n...""},""formats"":[""course"",""quiz"",""exercise""],""payload"":{""level"":""beginner"",""title"":""Formation React débutant"",""formats"":[""course"",""quiz"",""exercise""],""options"":{""tone"":""pédagogique"",""language"":""fr"",""with_examples"":true},""duration"":""30 min"",""source_type"":""text"",""source_content"":""Introduction à React, composants, props, state""},""citations"":[]}","[""gen"",""fastapi""]",beginner,30,96c4b623-f547-44a5-a495-77144fffd731,false,2025-12-29 15:48:33.85143+00,2025-12-29 15:48:33.85143+00,course,0,,,
844b5c5e-0565-409f-9f03-5177cbbf9cbf,string,Module généré automatiquement,course,"{""type"":""cours"",""title"":""string"",""sections"":[{""text"":""Contenu généré (placeholder)"",""title"":""Introduction""},{""text"":""…"",""title"":""Partie 1""}],""difficulty"":""intermediate""}","[""gen"",""fastapi""]",intermediate,30,96c4b623-f547-44a5-a495-77144fffd731,false,2025-12-22 17:20:06.515906+00,2025-12-22 17:20:06.515906+00,cours,0,,,
862a2ba9-7898-4309-868e-ed6fb49db784,IA,Module généré automatiquement,course,"{""type"":""course"",""title"":""IA"",""sections"":[{""text"":""Contenu généré (placeholder)"",""title"":""Introduction""},{""text"":""…"",""title"":""Partie 1""}],""difficulty"":""intermediate""}","[""gen"",""fastapi""]",intermediate,30,96c4b623-f547-44a5-a495-77144fffd731,false,2025-12-29 09:17:35.307849+00,2025-12-29 09:17:35.307849+00,course,0,,,
8fbf2aa6-1e33-4078-afc0-3ddda30227d5,Prompt engineering avancé et système de prompts,"Ce module approfondit les techniques avancées de prompting afin de concevoir des systèmes de prompts performants, réutilisables et optimisés. Les apprenants découvrent le prompt chaining, les prompts multi-variables et les méthodes d’amélioration continue des outputs IA.",course,"{""meta"":{""job"":""Tous métiers"",""tool"":"""",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/8fbf2aa6-1e33-4078-afc0-3ddda30227d5/cover.png"",""learning_objectives"":[""Comprendre les principes avancés du prompt engineering"",""Construire des prompts complexes et multi-variables"",""Concevoir des chaînes de prompts et des systèmes réutilisables"",""Optimiser les réponses générées par itération""]},""submodules"":[{""id"":""f6d67d1f-3aa9-4119-b9e9-f662f3b56ab3"",""price"":0,""title"":""Comprendre la logique du prompt engineering avancé"",""content"":{""quiz_meta"":{""title"":""Quiz - Comprendre la logique du prompt engineering avancé"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/f6d67d1f-3aa9-4119-b9e9-f662f3b56ab3/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/f6d67d1f-3aa9-4119-b9e9-f662f3b56ab3/scorm-1779793037564-eww5xx/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/f6d67d1f-3aa9-4119-b9e9-f662f3b56ab3/quiz-1779793577640-t5a470/genially.html"",""storage_prefix"":""8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/f6d67d1f-3aa9-4119-b9e9-f662f3b56ab3/scorm-1779793037564-eww5xx"",""quiz_storage_prefix"":""8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/f6d67d1f-3aa9-4119-b9e9-f662f3b56ab3/quiz-1779793577640-t5a470""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/f6d67d1f-3aa9-4119-b9e9-f662f3b56ab3/cover.png"",""description"":""Ce module introduit les principes avancés de structuration des prompts afin d’obtenir des réponses plus précises et performantes."",""estimated_duration"":15},{""id"":""1b181073-2dc7-4d76-8066-3ceab312de36"",""price"":0,""title"":""Construire des prompts complexes multi-variables"",""content"":{""quiz_meta"":{""title"":""Quiz - Construire des prompts complexes multi-variables"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/1b181073-2dc7-4d76-8066-3ceab312de36/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/1b181073-2dc7-4d76-8066-3ceab312de36/scorm-1779793811663-7wwkt9/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/1b181073-2dc7-4d76-8066-3ceab312de36/quiz-1779794396044-omf5v5/genially.html"",""storage_prefix"":""8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/1b181073-2dc7-4d76-8066-3ceab312de36/scorm-1779793811663-7wwkt9"",""quiz_storage_prefix"":""8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/1b181073-2dc7-4d76-8066-3ceab312de36/quiz-1779794396044-omf5v5""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/8fbf2aa6-1e33-4078-afc0-3ddda30227d5/submodules/1b181073-2dc7-4d76-8066-3ceab312de36/cover.png"",""description"":""Les apprenants apprennent à concevoir des prompts intégrant plusieurs contraintes, rôles et formats afin de piloter plus finement les réponses de l’IA."",""estimated_duration"":15}],""deliverables"":[],""structure_version"":2}",[],advanced,90,4541e6eb-6f8f-4171-97ff-703d08bb74b3,true,2026-05-26 11:23:56.286+00,2026-05-26 11:23:56.286+00,,0,,,
9dfe9738-3de7-41b2-8e74-b829e09da12e,Anatomie d’un prompt efficace,Ce module apprend à formuler des demandes claires et structurées afin d’obtenir des réponses pertinentes d’une IA. Les apprenants découvrent les éléments essentiels d’un prompt professionnel efficace.,course,"{""meta"":{""job"":""Tous métiers"",""tool"":"""",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/cover.png"",""learning_objectives"":[""Comprendre l’impact de la formulation d’une demande"",""Identifier les composants d’un prompt efficace"",""Construire des prompts adaptés à un besoin professionnel""]},""submodules"":[{""id"":""36e6c0f4-fe7f-472f-a655-09d2b839ef1e"",""price"":0,""title"":"" Pourquoi certaines questions donnent de mauvaises réponses"",""content"":{""quiz_meta"":{""title"":""Quiz -  Pourquoi certaines questions donnent de mauvaises réponses"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/36e6c0f4-fe7f-472f-a655-09d2b839ef1e/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/36e6c0f4-fe7f-472f-a655-09d2b839ef1e/scorm-1779786314952-0n9d22/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/36e6c0f4-fe7f-472f-a655-09d2b839ef1e/quiz-1779786747002-7ul36n/genially.html"",""storage_prefix"":""9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/36e6c0f4-fe7f-472f-a655-09d2b839ef1e/scorm-1779786314952-0n9d22"",""quiz_storage_prefix"":""9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/36e6c0f4-fe7f-472f-a655-09d2b839ef1e/quiz-1779786747002-7ul36n""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/36e6c0f4-fe7f-472f-a655-09d2b839ef1e/cover.png"",""description"":""Découvrez comment la formulation d’une demande influence directement la qualité des réponses générées par une IA. Ce module met en lumière les erreurs fréquentes de prompting et les bonnes pratiques pour les éviter."",""estimated_duration"":15},{""id"":""93e5da8f-e39c-4dd9-803a-5dc8678ac91e"",""price"":0,""title"":""Les éléments d’un prompt efficace"",""content"":{""quiz_meta"":{""title"":""Quiz - Les éléments d’un prompt efficace"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/93e5da8f-e39c-4dd9-803a-5dc8678ac91e/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/93e5da8f-e39c-4dd9-803a-5dc8678ac91e/scorm-1779786897684-va6uyn/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/93e5da8f-e39c-4dd9-803a-5dc8678ac91e/quiz-1779787335954-ku1mrx/genially.html"",""storage_prefix"":""9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/93e5da8f-e39c-4dd9-803a-5dc8678ac91e/scorm-1779786897684-va6uyn"",""quiz_storage_prefix"":""9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/93e5da8f-e39c-4dd9-803a-5dc8678ac91e/quiz-1779787335954-ku1mrx""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/93e5da8f-e39c-4dd9-803a-5dc8678ac91e/cover.png"",""description"":""Apprenez à structurer un prompt clair et performant en intégrant les éléments essentiels : contexte, objectif, rôle, contraintes et format attendu. Vous comprendrez comment guider efficacement une IA pour obtenir des résultats pertinents."",""estimated_duration"":15},{""id"":""110f398f-f4aa-4aa8-8646-5cd8a85f8181"",""price"":0,""title"":""Construire un prompt professionnel"",""content"":{""quiz_meta"":{""title"":""Quiz - Construire un prompt professionnel"",""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/110f398f-f4aa-4aa8-8646-5cd8a85f8181/quiz/cover.jpg"",""estimated_duration"":5},""scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/110f398f-f4aa-4aa8-8646-5cd8a85f8181/scorm-1779787496575-zj3bc9/genially.html"",""quiz_scorm_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/110f398f-f4aa-4aa8-8646-5cd8a85f8181/quiz-1779787902343-rfoj1r/genially.html"",""storage_prefix"":""9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/110f398f-f4aa-4aa8-8646-5cd8a85f8181/scorm-1779787496575-zj3bc9"",""quiz_storage_prefix"":""9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/110f398f-f4aa-4aa8-8646-5cd8a85f8181/quiz-1779787902343-rfoj1r""},""image_url"":""https://levimrvwiimielomockm.supabase.co/storage/v1/object/public/modules-content/9dfe9738-3de7-41b2-8e74-b829e09da12e/submodules/110f398f-f4aa-4aa8-8646-5cd8a85f8181/cover.png"",""description"":""Ce module vous aide à concevoir des prompts adaptés à des besoins concrets en entreprise. Vous apprendrez à rédiger des demandes précises et exploitables pour améliorer la qualité et l’efficacité des réponses générées."",""estimated_duration"":15}],""deliverables"":[],""structure_version"":2}",[],beginner,45,4541e6eb-6f8f-4171-97ff-703d08bb74b3,true,2026-05-26 09:34:37.632+00,2026-05-26 09:34:37.632+00,,0,,,
